,record,n_roi,min_t,max_t,min_f,max_f,dt,df,APD,Family,Order,Biotope,id,sound_id,gen,species
85,432471,34,12.773161799,12.85632638,2453.333,3626.667,0.0832,1173.333,-63.67,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
86,432471,35,13.064237832,13.188984703,2926.027,3616.438,0.1247,690.411,-68.51,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
87,432471,36,13.344918292,13.469665163,2400.0,3419.178,0.1247,1019.178,-66.16,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
88,432471,37,13.625598753,13.771136769,2139.535,3534.884,0.1455,1395.349,-61.25,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
89,432471,38,13.937465931,14.05181723,2498.63,3320.548,0.1144,821.918,-56.94,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
90,432471,39,14.270124254,14.394871126,2196.721,3606.557,0.1247,1409.836,-69.88,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
91,432471,40,14.540409142,14.633969296,2360.656,3672.131,0.0936,1311.475,-71.2,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
92,432471,41,14.821089603,14.925045329,2327.869,3639.344,0.104,1311.475,-70.43,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
93,432471,42,15.174539071,15.299285943,2360.656,4098.361,0.1247,1737.705,-71.22,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
94,432471,43,15.372054951,15.444823959,2393.443,3672.131,0.0728,1278.689,-58.09,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
95,432471,44,15.611153121,15.704713275,2295.082,3836.066,0.0936,1540.984,-68.69,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
96,432471,45,15.923020299,16.00618488,2524.59,3508.197,0.0832,983.607,-72.76,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
97,432471,46,16.172514042,16.307656486,2360.656,3311.475,0.1351,950.82,-60.98,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
98,432471,47,16.494776793,16.536359083,2721.311,3672.131,0.0416,950.82,-75.19,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
99,432471,48,16.567545801,16.598732519,1409.836,3344.262,0.0312,1934.426,-73.26,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
100,432471,49,16.640314809,16.6818971,1442.623,3442.623,0.0416,2000.0,-67.25,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
101,432471,50,16.728677177,16.775457253,1409.836,3377.049,0.0468,1967.213,-72.88,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
102,432471,51,16.827435116,16.869017407,1377.049,3442.623,0.0416,2065.574,-74.03,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
103,432471,52,16.910599697,16.952181988,2032.787,2491.803,0.0416,459.016,-67.78,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
104,432471,53,17.087324432,17.191280158,2688.525,4688.525,0.104,2000.0,-70.58,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
105,432471,54,17.316027029,17.430378328,2655.738,3639.344,0.1144,983.607,-67.27,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
106,432471,55,17.586311917,17.711058788,2819.672,3540.984,0.1247,721.311,-63.94,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
107,432471,56,17.908574668,18.002134821,3081.967,3934.426,0.0936,852.459,-61.54,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
108,432471,57,18.218740832,18.312300986,1868.852,4295.082,0.0936,2426.23,-68.96,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
109,432471,58,18.468234575,18.541003583,2229.508,4032.787,0.0728,1803.279,-67.82,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
110,432471,59,18.717728318,18.842475189,2000.0,4000.0,0.1247,2000.0,-65.6,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
111,432471,60,18.977617633,19.050386641,2295.082,4622.951,0.0728,2327.869,-63.09,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
112,432471,61,19.123155649,19.20632023,2852.459,4098.361,0.0832,1245.902,-61.27,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
113,432471,62,19.362253819,19.40383611,2852.459,4032.787,0.0416,1180.328,-67.69,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
114,432471,63,19.601351989,19.653329852,2918.033,3868.852,0.052,950.82,-67.52,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
115,432471,64,19.850845732,19.913219168,2852.459,4032.787,0.0624,1180.328,-68.29,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
116,432471,65,20.349833217,20.422602226,2885.246,3836.066,0.0728,950.82,-68.36,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
117,432471,66,20.609722532,20.672095968,3016.393,3868.852,0.0624,852.459,-67.71,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
118,432471,67,20.828029557,20.931985283,2918.033,4065.574,0.104,1147.541,-69.06,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
119,432471,68,21.015149864,21.129501163,2754.098,4131.148,0.1144,1377.049,-73.35,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
120,432471,69,21.306225897,21.420577196,2852.459,4786.885,0.1144,1934.426,-71.75,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
121,432471,70,21.670070939,21.79481781,2721.311,4754.098,0.1247,2032.787,-75.33,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
122,432471,71,21.888377963,21.981938117,3049.18,5016.393,0.0936,1967.213,-78.0,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
123,432471,72,22.044311553,22.085893843,3665.595,5170.418,0.0416,1504.823,-73.53,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
124,432471,73,22.137871706,22.189849569,3123.288,5141.208,0.052,2017.921,-75.49,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
125,432471,74,22.27301415,22.418552167,2169.863,3517.808,0.1455,1347.945,-68.03,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
126,432471,75,22.51211232,22.668045909,2235.616,3649.315,0.1559,1413.699,-68.79,Acrocephalidae,Passeriformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",432471,Acrocephalus,baeticatus
